C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4329
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4332
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4336
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4338
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4341
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4345
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4347
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4350
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4354
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4356
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4359
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4363
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4365
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4368
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4372
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4374
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4377
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4381
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4383
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4386
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4390
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4392
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4395
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4399
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4401
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4404
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4408
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4410
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4413
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4417
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4419
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4422
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4426
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4428
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4431
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4435
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4437
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4440
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4444
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4446
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4449
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4453
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4455
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4458
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4462
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4464
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4467
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4471
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4473
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4476
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4480
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4482
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4485
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4489
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4491
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4494
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4498
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4500
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4503
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4507
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4509
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4512
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4516
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4518
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4521
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4525
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4527
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4530
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4534
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4536
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4539
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4543
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4545
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4548
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4552
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4554
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4557
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4561
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4563
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4566
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4570
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4572
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4575
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4579
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4581
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4584
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4588
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4590
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4593
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4597
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4599
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4602
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4606
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4608
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4611
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4615
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4617
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4620
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4624
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4626
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4629
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4633
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4635
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4638
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4642
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4644
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4647
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4651
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4653
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4656
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4660
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4662
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4665
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4669
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4671
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4674
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4678
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4680
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4683
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4687
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4689
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4692
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4696
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4698
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4701
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4705
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4707
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4710
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4714
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4716
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4719
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4723
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4725
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4728
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4732
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4734
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4737
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4741
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4743
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4746
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4750
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4752
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4755
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4759
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4761
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4764
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4768
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4770
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4773
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4777
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4779
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4782
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4786
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4788
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4791
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4795
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4797
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4800
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4804
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4806
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4809
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4813
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4815
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4818
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4822
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4824
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4827
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4831
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4833
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4836
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4840
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4842
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4845
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4849
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4851
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4854
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4858
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4860
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4863
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4867
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4869
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4872
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4876
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4878
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4881
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4885
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4887
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4890
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4894
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4896
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4899
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4903
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4905
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4908
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4912
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4914
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4917
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4921
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4923
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4926
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4930
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4932
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4935
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4939
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4941
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4944
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4948
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4950
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4953
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4957
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4959
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4962
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4966
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4968
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4971
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4975
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4977
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4980
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4984
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4986
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4989
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:4993
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:4995
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:4998
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5002
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5004
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5007
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5011
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5013
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5016
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5020
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5022
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5025
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5029
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5031
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5034
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5038
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5040
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5043
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5047
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5049
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5052
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5056
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5058
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5061
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5065
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5067
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5070
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5074
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5076
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5079
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5083
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5085
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5088
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5092
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5094
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5097
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5101
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5103
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5106
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5110
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5112
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5115
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5119
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5121
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5124
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5128
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5130
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5133
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5137
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5139
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5142
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5146
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5148
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5151
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5155
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5157
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5160
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5164
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5166
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5169
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5173
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5175
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5178
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5182
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5184
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5187
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5191
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5193
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5196
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5200
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5202
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5205
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5209
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5211
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5214
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5218
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5220
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5223
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5227
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5229
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5232
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5236
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5238
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5241
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5245
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5247
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5250
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5254
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5256
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5259
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5263
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5265
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5268
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5272
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5274
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5277
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5281
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5283
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5286
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5290
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5292
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5295
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5299
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5301
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5304
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5308
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5310
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5313
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5317
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5319
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5322
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5326
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5328
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5331
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5335
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5337
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5340
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5344
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5346
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5349
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5353
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5355
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5358
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5362
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5364
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5367
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5371
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5373
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5376
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5380
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5382
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5385
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5389
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5391
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5394
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5398
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5400
